Parcel,Property Address,Community Area,Type,Class,Land Code,Land Use,Acreage,Zoning,Bldg Count,Yr Blt,Improvement Use,Imp Area,Reception Number,Sale Date,Sale Price,Parcels Sold,Assessor Sale Comment
6430217016,1910 CASCADE LN,IVYWILD,RESIDENTIAL,Residential,1115,DUPLEXES & TRIPLEXES,0.16,R2,1,1951,DUPLEXES-TRIPLEXES,"1,048",214073793,8/14/14,"205,000",1,Good sale; verified
6430217032,1929 WOODBURN ST,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.24,R2,2,1924,FRAME AVERAGE QUALITY,991,214087632,9/25/14,"70,000",1,Cannot Verify; no TD1000
6430222007,25 EL SERENO DR,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R2,1,1956,FRAME AVERAGE QUALITY,"1,410",214092204,10/8/14,"177,000",1,Good sale; verified
6430223007,8 EL SERENO DR,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R2,1,1955,FRAME AVERAGE QUALITY,"1,572",214086289,9/22/14,"206,000",1,Good sale; verified
6430307018,77 W OLD BROADMOOR RD,IVYWILD,RESIDENTIAL,Residential,1115,DUPLEXES & TRIPLEXES,0.19,R2,1,1971,DUPLEXES-TRIPLEXES,"2,082",214092185,10/8/14,"275,000",1,Good sale; verified
6430307091,97 W OLD BROADMOOR RD,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R2,1,1965,CONDOMINIUM UNIT,656,214073975,8/15/14,"224,000",1,Good sale; verified
6430307092,99 W OLD BROADMOOR RD,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.17,R2,1,1965,CONDOMINIUM UNIT,656,214069448,8/1/14,"234,000",1,Good sale; verified
6430311008,102 W OLD BROADMOOR RD,IVYWILD,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.27,R,1,1950,FRAME AVERAGE QUALITY,"1,271",214080177,9/3/14,"196,000",1,Good sale; verified
6430402002,1037 MONTROSE AVE,STRATTON MEADOWS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,R1-6,1,1956,FRAME AVERAGE QUALITY,894,214079620,9/2/14,"120,000",1,Good sale; verified
6430402027,1034 NORWOOD AVE,STRATTON MEADOWS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1956,FRAME AVERAGE QUALITY,894,214073643,8/14/14,"129,900",1,Good sale; verified; Changes not yet assessed
6430403001,1035 NORWOOD AVE,STRATTON MEADOWS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1956,FRAME AVERAGE QUALITY,"1,154",214094326,10/15/14,"46,500",1,Estate Sale; Trade or exchange
6430403012,1013 NORWOOD AVE,STRATTON MEADOWS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1956,FRAME AVERAGE QUALITY,"1,164",214087005,9/24/14,"134,900",1,Good sale; verified
6430403034,1036 FLORENCE AVE,STRATTON MEADOWS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6,1,1957,FRAME AVERAGE QUALITY,796,214089716,10/1/14,"125,000",1,"REO,Gvmt,FinInst,Short,PreFC"
6431203073,2765 FOXGROVE CT,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6,1,1981,TOWNHOUSE,"2,720",214086381,9/23/14,"419,000",1,Good sale; verified
6431203085,2724 FAWN GROVE CT,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6,1,1983,TOWNHOUSE,"2,674",214077624,8/26/14,"433,500",1,Good sale; verified
6431203086,2732 FAWN GROVE CT,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,R1-6,1,1983,TOWNHOUSE,"2,650",214095214,10/17/14,"400,000",1,Good sale; verified
6431205035,114 MIRAMAR DR,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD,1,1981,TOWNHOUSE,"2,018",214100322,10/31/14,"395,000",1,Good sale; verified
6431304081,155 CLUBRIDGE PL,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,R1-6,1,1978,FRAME GOOD QUALITY,"1,816",214096029,10/20/14,"285,000",1,Good sale; verified
6431305031,3365 CLUBHEIGHTS DR,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.30,R1-9,1,1977,FRAME GOOD QUALITY,"1,924",214079394,9/2/14,"353,500",1,Good sale; verified
6431307007,3122 SPRINGDOWNS PL,BROADMOOR,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.40,R1-9,1,1978,MASONRY GOOD QUALITY,"1,488",214088851,9/30/14,"424,500",1,Good sale; verified
6431308004,3105 BROADMOOR VALLEY RD # B,BROADMOOR,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1979,CONDOMINIUM UNIT,"1,667",214080400,9/3/14,"185,000",1,Good sale; verified
6431308051,3127 BROADMOOR VALLEY RD # B,BROADMOOR,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1980,CONDOMINIUM UNIT,"1,893",214081170,9/5/14,"239,350",1,Good sale; verified
6431401015,692 GILCREST RD,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1972,FRAME AVERAGE QUALITY,"1,490",214097974,10/24/14,"225,000",1,Good sale; verified; Estate Sale
6431401016,698 GILCREST RD,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6,1,1972,FRAME AVERAGE QUALITY,"1,775",214094387,10/15/14,"198,000",1,Good sale; verified
6431401050,683 LA BOURGADE PT,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,PUD,1,1998,FRAME GOOD QUALITY,"1,521",214076139,8/21/14,"400,000",1,Good sale; verified
6431403031,630 RED CLIFF RD,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1971,FRAME AVERAGE QUALITY,"1,383",214095994,10/20/14,"248,500",1,Good sale; verified
6431404006,619 RED CLIFF RD,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1971,FRAME AVERAGE QUALITY,"1,246",214086476,9/23/14,"244,235",1,Good sale; verified
6431405002,3115 W WESTCLIFF DR,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1977,FRAME AVERAGE QUALITY,"1,092",214087090,9/24/14,"230,000",1,Good sale; verified
6431406052,3129 W BRECKENRIDGE DR,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6,1,1973,FRAME AVERAGE QUALITY,"1,550",214090866,10/6/14,"235,000",1,Good sale; verified; Estate Sale
6431408040,3260 BLUE MOUNTAIN WAY,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.28,R1-6,1,1978,FRAME AVERAGE QUALITY,"1,224",214087472,9/25/14,"279,900",1,Relocation Sale
6431408040,3260 BLUE MOUNTAIN WAY,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.28,R1-6,1,1978,FRAME AVERAGE QUALITY,"1,224",214087473,9/25/14,"279,900",1,Relocation Sale
6431409028,3270 W OAK CREEK DR,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1981,FRAME AVERAGE QUALITY,"1,427",214082220,9/9/14,"289,900",1,Good sale; verified
6432204066,842 TENDERFOOT HILL RD # 103,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1984,CONDOMINIUM UNIT,908,214079250,8/29/14,"68,850",1,"REO,Gvmt,FinInst,Short,PreFC"
6432204075,846 TENDERFOOT HILL RD # 101,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1984,CONDOMINIUM UNIT,684,214085628,9/19/14,"75,000",1,Good sale; verified
6432205046,2850 TENDERFOOT HILL ST,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.04,PUD,1,1986,TOWNHOUSE,"1,368",214096993,10/22/14,"313,000",1,Good sale; verified; Adjusted; may dif. w/doc fee
6432205076,2988 TENDERFOOT HILL ST,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.05,PUD,1,1993,TOWNHOUSE,"1,546",214073973,8/15/14,"277,300",1,Cannot Verify; no TD1000
6432301059,3323 CAPSTAN WAY,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1986,CONDOMINIUM UNIT,984,214079727,9/2/14,"116,000",1,Good sale; verified
6432301086,3001 CAPSTAN WAY,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1986,CONDOMINIUM UNIT,984,214093462,10/14/14,"115,000",1,Good sale; verified
6432301107,3016 CAPSTAN WAY,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1994,CONDOMINIUM UNIT,644,214098617,10/27/14,"147,000",1,Good sale; verified
6432304005,820 QUAIL LAKE CIR,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1983,FRAME AVERAGE QUALITY,"1,383",214084097,9/15/14,"235,000",1,Good sale; verified
6432305011,940 BAYFIELD DR,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6,1,1983,FRAME AVERAGE QUALITY,"1,197",214076116,8/21/14,"222,000",1,Good sale; verified
6432308002,860 LOMA PT,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD,1,1994,TOWNHOUSE,"1,558",214079889,9/3/14,"250,000",1,Good sale; verified
6432401013,110 CHAMBERLIN AVE,STRATMOOR HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.41,RS-6000,1,1971,MASONRY AVERAGE QUALITY,"1,414",214089935,10/1/14,"219,000",1,Good sale; verified
6432404011,220 WESTCOTT AVE,STRATMOOR HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.36,RS-6000,1,1973,MASONRY AVERAGE QUALITY,"2,053",214087076,9/24/14,"218,000",1,Good sale; verified
6432405006,215 WESTCOTT AVE,STRATMOOR HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.34,RS-6000,1,1959,MASONRY AVERAGE QUALITY,"1,506",214094347,10/15/14,"226,500",1,Good sale; verified; Estate Sale
6432410091,1643 COURTYARD HTS,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1998,CONDOMINIUM UNIT,542,214069183,8/1/14,"173,000",1,Good sale; verified
6432410119,1607 COURTYARD HTS,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1998,CONDOMINIUM UNIT,529,214080700,9/4/14,"155,250",1,Good sale; verified
6432410123,1522 COURTYARD HTS,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1998,CONDOMINIUM UNIT,691,214090312,10/2/14,"193,000",1,Good sale; verified
6432410129,1482 COURTYARD HTS,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1998,CONDOMINIUM UNIT,"1,120",214079202,8/29/14,"165,000",1,Good sale; verified
6432410188,3279 ATRIUM PT,CHEYENNE HILLS,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,R5,1,1999,CONDOMINIUM UNIT,"1,120",214080439,9/3/14,"172,000",1,Good sale; verified
6432411013,1525 WITCHES WILLOW LN,CHEYENNE HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.30,R1-6,1,1991,FRAME AVERAGE QUALITY,"1,256",214071992,8/11/14,"206,000",1,Good sale; verified
6433102013,3049 DELTA DR,PIKES PEAK PARK,NON-RESIDENTIAL,Commercial,2135,WAREHOUSE/STORAGE,0.18,M2,1,1966,DISTRIBUTION WAREHOUSE,"3,600",214082496,9/10/14,"300,000",2,Good sale; verified; Multiple properties
6433102014,3057 DELTA DR,PIKES PEAK PARK,NON-RESIDENTIAL,Commercial,2135,WAREHOUSE/STORAGE,0.25,M2,1,1966,DISTRIBUTION WAREHOUSE,"3,600",214082496,9/10/14,"300,000",2,Good sale; verified; Multiple properties
6433204006,2205 EXECUTIVE CIR,STRATTON MEADOWS,NON-RESIDENTIAL,Commercial,2135,WAREHOUSE/STORAGE,2.69,PIP2,2,1983,OFFICE,"27,603",214072249,8/11/14,"5,300,000",3,Good sale; verified; Multiple properties
6433204007,2265 EXECUTIVE CIR,STRATTON MEADOWS,NON-RESIDENTIAL,Vacant,200,VACANT COMMERCIAL LOTS,2.17,PIP2, , , , ,214072249,8/11/14,"5,300,000",3,Good sale; verified; Multiple properties
6433206002,2260 EXECUTIVE CIR,STRATTON MEADOWS,NON-RESIDENTIAL,Industrial,3112,CONTRACTING/SERVICE,2.15,PIP2,1,1984,INDUSTRIAL ENGINEERING,"23,870",214072249,8/11/14,"5,300,000",3,Good sale; verified; Multiple properties
6434103001,2602 SAN MARCOS DR,PIKES PEAK PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.21,R1-6,1,1967,FRAME AVERAGE QUALITY,"1,007",214074872,8/18/14,"119,100",1,Good sale; verified; Adjusted; may dif. w/doc fee
6434106015,2523 MONTEREY RD,PIKES PEAK PARK,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1969,FRAME AVERAGE QUALITY,931,214098152,10/27/14,"120,000",1,Good sale; verified
6435106030,4570 LONDON LN,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1972,FRAME AVERAGE QUALITY,858,214099262,10/29/14,"142,000",1,Good sale; verified
6435107007,4525 LONDON LN,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1972,FRAME AVERAGE QUALITY,874,214091041,10/6/14,"139,000",1,Good sale; verified
6435107025,4540 MONICA DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1971,FRAME AVERAGE QUALITY,871,214084138,9/15/14,"110,000",1,Good sale; verified
6435112028,4533 N WORDSWORTH CIR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 AO,1,1977,FRAME AVERAGE QUALITY,"1,114",214085692,9/19/14,"135,000",1,Good sale; verified
6435119053,2583 E PRESCOTT CIR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 AO,1,1978,FRAME AVERAGE QUALITY,884,214077239,8/25/14,"118,875",1,Good sale; verified
6435120031,2550 E PRESCOTT CIR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.23,R1-6 AO,1,1979,FRAME AVERAGE QUALITY,"1,164",214069683,8/4/14,"136,000",1,Good sale; verified
6435120041,4635 BURKE PL,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 AO,1,1979,FRAME AVERAGE QUALITY,884,214080883,9/4/14,"97,900",1,Good sale; verified
6435121038,2640 E PRESCOTT CIR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.20,R1-6 AO,1,1978,FRAME AVERAGE QUALITY,"1,028",214087898,9/26/14,"131,400",1,Good sale; verified
6435123021,2735 CLARENDON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1979,FRAME AVERAGE QUALITY,998,214069819,8/4/14,"170,000",1,Good sale; verified
6435125007,4671 BAILEY DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1980,FRAME AVERAGE QUALITY,998,214079291,8/29/14,"145,000",1,"REO,Gvmt,FinInst,Short,PreFC; Cannot Verify; no TD"
6435126006,4713 NEWTON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 AO,1,1981,FRAME AVERAGE QUALITY,855,214093602,10/14/14,"110,640",1,"REO,Gvmt,FinInst,Short,PreFC"
6435203015,2520 BELLAMY ST,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 AO,1,1971,FRAME AVERAGE QUALITY,901,214081096,9/5/14,"102,000",1,Good sale; verified
6435208008,4234 MORLEY DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 AO,1,1971,FRAME AVERAGE QUALITY,971,214075665,8/20/14,"163,500",1,Good sale; verified
6435211014,4148 MORLEY CIR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 AO,1,1972,FRAME AVERAGE QUALITY,878,214081332,9/8/14,"129,000",1,Good sale; verified
6435213010,2849 FERBER DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6 AO,1,1972,FRAME AVERAGE QUALITY,939,214096763,10/22/14,"117,500",1,Good sale; verified
6435214186,4259 CHARLESTON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.02,PUD AO,1,1985,TOWNHOUSE,504,214078818,8/29/14,"89,900",1,Good sale; verified
6435302002,3915 COLONY HILLS CIR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.22,R1-6 AO,1,1970,FRAME AVERAGE QUALITY,814,214100246,10/31/14,"80,000",1,Family/In-House transfer; Estate Sale
6435303123,3318 SPRINGNITE DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.07,PUD AO,1,1972,FRAME AVERAGE QUALITY,712,214088749,9/29/14,"66,500",1,"REO,Gvmt,FinInst,Short,PreFC"
6435313056,4232 MOONBEAM DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.02,PUD AO,1,1983,TOWNHOUSE,448,214075241,8/19/14,"66,500",1,Good sale; verified
6435317005,3119 DEERFIELD HILLS DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,PUD AO,1,1983,FRAME AVERAGE QUALITY,904,214083091,9/11/14,"166,975",1,Good sale; verified
6435401077,3330 MONICA DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.18,R1-6 AO,1,1983,FRAME AVERAGE QUALITY,588,214068946,8/1/14,"193,500",1,Good sale; verified
6435407004,3223 FOXRIDGE DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 AO,1,1982,FRAME AVERAGE QUALITY,"1,372",214083060,9/11/14,"125,000",1,Good sale; verified
6435407019,3335 FOXRIDGE DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.26,PUD AO,1,1981,FRAME AVERAGE QUALITY,816,214094067,10/14/14,"147,500",1,Good sale; verified
6435407067,3230 GALLERIA TER,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,1986,FRAME AVERAGE QUALITY,834,214095472,10/17/14,"123,500",1,Good sale; verified
6435412004,3429 MONICA DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1983,FRAME AVERAGE QUALITY,529,214072754,8/12/14,"153,900",1,Good sale; verified
6435417008,3345 GALLERIA TER,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD AO,1,1985,FRAME AVERAGE QUALITY,618,214099849,10/30/14,"115,000",1,Good sale; verified
6435417014,3445 GALLERIA TER,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,1985,FRAME AVERAGE QUALITY,"1,222",214078244,8/28/14,"145,000",1,Good sale; verified
6435419013,3350 KIRKWOOD DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.11,PUD AO,1,1984,FRAME AVERAGE QUALITY,876,214089317,9/30/14,"164,000",1,Good sale; verified
6435420021,3445 POST OAK DR,DEERFIELD HILLS,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,PUD AO,1,1985,FRAME AVERAGE QUALITY,773,214089968,10/1/14,"102,601",1,"REO,Gvmt,FinInst,Short,PreFC"
6436104001,5655 PARACHUTE CIR,SOUTHBOROUGH,NON-RESIDENTIAL,Commercial,2135,WAREHOUSE/STORAGE,0.71,PIP2 AO,1,1995,STORAGE WAREHOUSE,"10,000",214100384,10/31/14,"850,000",2,Multiple properties
6436104002,5675 PARACHUTE CIR,SOUTHBOROUGH,NON-RESIDENTIAL,Industrial,3115,MANUFACTURING PROCESSING,0.83,PIP2 AO,1,1992,INDUSTRIAL MANUFACTURING,"10,000",214100384,10/31/14,"850,000",2,Multiple properties
6436205001,4915 N ELDON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 AO,1,1982,FRAME AVERAGE QUALITY,"1,170",214091504,10/7/14,"145,000",1,Good sale; verified
6436207003,4825 S ELDON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6 AO,1,1982,FRAME AVERAGE QUALITY,873,214080961,9/5/14,"157,000",1,Good sale; verified
6436207006,4855 S ELDON DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.19,R1-6 AO,1,1982,FRAME AVERAGE QUALITY,863,214090117,10/2/14,"159,900",1,Good sale; verified
6436208087,4927 JOSEPH DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD AO,1,1983,FRAME AVERAGE QUALITY,899,214079385,9/2/14,"179,900",1,Good sale; verified
6436210035,2570 PLYMOUTH DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.12,PUD AO,1,1983,FRAME AVERAGE QUALITY,882,214076248,8/21/14,"117,000",1,Good sale; verified
6436213017,4972 PAINTED SKY VW,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.08,PUD AO,1,2006,FRAME AVERAGE QUALITY,565,214099886,10/30/14,"144,000",1,Good sale; verified
6436213096,4887 RUSTY NAIL PT UNIT 202,SOUTHBOROUGH,RESIDENTIAL,Residential,1130,CONDOMINIUM,0.00,PUD AO,1,2005,CONDOMINIUM UNIT,"1,336",214074690,8/18/14,"100,000",1,"REO,Gvmt,FinInst,Short,PreFC"
6436302015,4844 SEA EAGLE DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.14,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,836,214084038,9/15/14,"203,000",1,Good sale; verified
6436306009,3248 TAIL SPIN DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.15,R1-6 DF AO,1,2002,FRAME AVERAGE QUALITY,"1,296",214100256,10/31/14,"220,000",1,Good sale; verified
6436306018,3356 TAIL SPIN DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 DF AO,1,2001,FRAME AVERAGE QUALITY,"1,252",214079571,9/2/14,"235,000",1,Good sale; verified
6436306019,3368 TAIL SPIN DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.16,R1-6 DF AO,1,2002,FRAME AVERAGE QUALITY,836,214091049,10/6/14,"199,900",1,Good sale; verified
6436317060,4877 HARRIER RIDGE DR,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.03,R5 AO,1,2007,TOWNHOUSE,608,214089331,9/30/14,"135,000",1,Good sale; verified
6436317081,3549 BAY OWL GRV,SOUTHBOROUGH,RESIDENTIAL,Residential,1112,SINGLE FAMILY RES.,0.04,R5 AO,1,2009,TOWNHOUSE,760,214092388,10/9/14,"154,500",1,Cannot Verify; no TD1000
6436322001,3094 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322002,3102 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322003,3110 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322004,3118 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322005,3126 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322006,3134 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214091301,10/6/14,"108,000",6,Multiple properties; Vacant land
6436322021,4869 PEARL KITE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214071876,8/8/14,"179,000",1,Good sale; verified
6436322090,3141 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214097141,10/22/14,"180,440",1,Good sale; verified
6436322091,3149 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214095428,10/17/14,"163,000",1,Good sale; verified
6436322094,3173 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214097866,10/24/14,"156,570",1,Good sale; verified
6436322095,3181 WILD PEREGRINE VW,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214094923,10/16/14,"188,305",1,Good sale; verified
6436322110,3070 HARPY GRV,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.03,PUD AO, , , , ,214073805,8/14/14,"105,000",6,Multiple properties; Vacant land
6436322111,3062 HARPY GRV,SOUTHBOROUGH,RESIDENTIAL,Vacant,101,CODE 100 AT PRESENT WORTH,0.02,PUD AO, , , , ,214073805,8/14/14,"105,000",6,Multiple properties; Vacant land
